description,price,condo_fee,bedrooms,bathrooms,total_area_m2,vacancies,address,link
Apartamento para venda com 3 quartos na Freguesia,650000,788,3,2,92,1,"Estrada do Bananal, Freguesia- Jacarepaguá",/imovel/venda-apartamento-3-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-92m2-id-2620677741/
"VILA 311 HYPE APARTMENTS , apartamentos de 2 quartos com suíte e varanda gourmet pronto para morar",601744,0,2,2,73,1,"Rua Torres Homem, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-isabel-zona-norte-rio-de-janeiro-rj-73m2-id-2637859304/
Casa Comercial ou para Construtoras super oportunidade em Botafogo !,3350000,0,6,6,392,0,"Rua Oliveira Fausto, Botafogo",/imovel/venda-casa-6-quartos-com-ambientes-integrados-botafogo-zona-sul-rio-de-janeiro-rj-392m2-id-2426195476/
Apartamento para venda possui 75 metros quadrados com 2 quartos,580000,650,2,3,75,1,"Estrada Benvindo de Novaes, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-75m2-id-2640871767/
Linda Casa Duplex 4 Quartos no condomínio Passaredo em Taquara,1640000,1000,4,5,415,5,"Rua Armando Costa, Jacarepaguá",/imovel/venda-casa-de-condominio-4-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-415m2-id-2622643225/
Apartamento-À VENDA-Taquara-Rio de Janeiro-RJ,359000,690,2,3,85,1,"Rua Marquês de Jacarepaguá, Taquara",/imovel/venda-apartamento-2-quartos-com-churrasqueira-taquara-zona-oeste-rio-de-janeiro-rj-85m2-id-2530619928/
Casa de condomínio para venda tem 996m² de terreno e 332m² de área construída com 5 quartos,1340000,630,5,5,332,6,"Rua Afrânio Rodrigues, Pechincha",/imovel/venda-casa-de-condominio-5-quartos-mobiliado-pechincha-zona-oeste-rio-de-janeiro-rj-332m2-id-2551720570/
Apartamento tipo casa 1º locação a venda na Penha Circula Rj,236500,,2,2,50,1,"Rua Lisboa, Penha Circular",/imovel/venda-apartamento-2-quartos-com-cozinha-penha-circular-zona-norte-rio-de-janeiro-rj-50m2-id-2591203725/
Excelente oportunidade na Lagoa do 4 quartos!,5970000,2900,4,1,510,4,"Rua Bogari, Lagoa",/imovel/venda-cobertura-4-quartos-com-piscina-lagoa-zona-sul-rio-de-janeiro-rj-510m2-id-2566936025/
Casa charmosa no Humaitá,4180000,,5,4,262,2,"Rua Cesário Alvim, Humaitá",/imovel/venda-casa-5-quartos-com-ar-condicionado-humaita-zona-sul-rio-de-janeiro-rj-262m2-id-2579741403/
Casa à venda em São Conrado com terreno de 1820m² e 380m² de área construída.,3900001,1780,5,4,380,4,"Rua Gabriel Garcia Moreno, São Conrado",/imovel/venda-casa-5-quartos-com-piscina-sao-conrado-zona-sul-rio-de-janeiro-rj-380m2-id-2621022514/
Apartamento para venda com 120 metros quadrados com 2 quartos em Penha - Rio de Janeiro - RJ,435999,,2,2,120,2,"Rua Santiago, Penha",/imovel/venda-apartamento-2-quartos-penha-zona-norte-rio-de-janeiro-rj-120m2-id-2632450911/
Apartamento em Rua Joffre Motta - Portuguesa - Rio de Janeiro/RJ,189310,380,1,1,34,1,"Rua Joffre Motta, Portuguesa",/imovel/venda-apartamento-1-quarto-com-playground-portuguesa-ilha-do-governador-rio-de-janeiro-rj-34m2-id-2625731586/
"Sala à venda, 30 m² por R$ 180.000,00 - São Cristóvão - Rio de Janeiro/RJ",180000,469,0,1,30,1,"Rua Francisco Eugênio, São Cristóvão",/imovel/venda-conjunto-comercial-sala-com-ar-condicionado-sao-cristovao-zona-norte-rio-de-janeiro-rj-30m2-id-2576900284/
"Casa com 5 quartos, 600 m², à venda por R$ 1.350.000- Freguesia (Jacarepaguá) - Rio de Janeiro/RJ",1350000,0,5,8,600,6,"Estrada de Jacarepaguá, Jacarepaguá",/imovel/venda-casa-5-quartos-mobiliado-jacarepagua-zona-oeste-rio-de-janeiro-rj-600m2-id-2608609198/
Oportunidade em Ipanema,2590000,2700,4,3,166,1,"Rua Prudente de Morais, Ipanema",/imovel/venda-apartamento-4-quartos-com-elevador-ipanema-zona-sul-rio-de-janeiro-rj-166m2-id-2622922622/
OPORTUNIDADE!! Apto de 01 quarto em Vila Isabel - Rio de Janeiro - RJ,219000,618,1,2,45,0,"Rua Teodoro da Silva, Vila Isabel",/imovel/venda-apartamento-1-quarto-com-elevador-vila-isabel-zona-norte-rio-de-janeiro-rj-45m2-id-2569239561/
"Apartamento à venda, 109 m² por R$ 720.000,00 - Vila Valqueire - Rio de Janeiro/RJ",720000,645,3,2,109,1,"Rua Alves do Vale,  Vila Valqueire",/imovel/venda-apartamento-3-quartos-com-cozinha-vila-valqueire-zona-norte-rio-de-janeiro-rj-109m2-id-2640415247/
Casa em Rua Ouro Verde - Guaratiba - Rio de Janeiro/RJ,199730,1,1,2,60,8,"Rua Ouro Verde, Guaratiba",/imovel/venda-casa-1-quarto-guaratiba-zona-oeste-rio-de-janeiro-rj-60m2-id-2633331855/
Apartamento-À VENDA-Barra da Tijuca-Rio de Janeiro-RJ,4500000,3000,3,5,280,3,"Avenida Flamboyants da Península, Barra da Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-280m2-id-2554046732/
Apartamento em Estrada do Guerengue - Taquara - Rio de Janeiro/RJ,399140,630,3,2,75,0,"Estrada do Guerengue, Taquara",/imovel/venda-apartamento-3-quartos-com-piscina-taquara-zona-oeste-rio-de-janeiro-rj-75m2-id-2631111162/
"APARTAMENTO COM TRÊS QUARTOS, SUÍTE, VAGA E ARMÁRIOS PLANEJADOS.",259000,0,3,2,65,1,"Rua General Magalhães Barata, Jardim América",/imovel/venda-apartamento-3-quartos-com-hall-de-entrada-jardim-america-zona-norte-rio-de-janeiro-rj-65m2-id-2609747289/
RECREIO-BELÍSSIMA CASA - 3 SUÍTES COM VARANDA PRIVATIVA E HIDRO - ÁREA GOUMERT.,1322000,1100,3,3,192,2,"Rua Desembargador Geraldo Ireneo Joffily, Recreio Dos Bandeirantes",/imovel/venda-casa-de-condominio-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-192m2-id-2633980455/
"Apartamento 03 Dorm. em São Conrado - Rio de Janeiro, RJ",870000,1718,3,3,128,2,"Avenida Niemeyer, São Conrado",/imovel/venda-apartamento-3-quartos-com-armario-de-cozinha-sao-conrado-zona-sul-rio-de-janeiro-rj-128m2-id-2560589682/
Apartamento 2 quartos - Jardim Carioca,370000,660,2,3,90,2,"Rua Combu, Jardim Carioca",/imovel/venda-apartamento-2-quartos-jardim-carioca-zona-norte-rio-de-janeiro-rj-90m2-id-2577601049/
"Andar à venda, 3 quartos, 1 suíte, 1 vaga, Botafogo - RIO DE JANEIRO/RJ",1379000,1670,3,3,117,1,"Rua Voluntários da Pátria, Botafogo",/imovel/venda-3-quartos-com-piscina-botafogo-zona-sul-rio-de-janeiro-rj-117m2-id-2637859386/
"Sala comercial em Cascadura, toda pronta para trabalhar, prédio novo com portaria 24 horas, 1 vaga e",115000,689,0,1,37,1,"Rua Brasilina, Cascadura",/imovel/venda-conjunto-comercial-sala-com-ar-condicionado-cascadura-zona-norte-rio-de-janeiro-rj-37m2-id-2565746814/
Apartamento para venda possui 128 metros quadrados com 3 quartos em Botafogo - Rio de Janeiro - RJ,1900000,1,3,2,128,2,"Rua Sorocaba, Botafogo",/imovel/venda-apartamento-3-quartos-com-piscina-botafogo-zona-sul-rio-de-janeiro-rj-128m2-id-2617251238/
Méier - Varandão Frente Lindo 2 Quartos - (1 Suíte) Dependência Completa - Desocupado - 2 Vagas - JB,400000,1181,2,3,92,2,"Rua Carolina Santos, Méier",/imovel/venda-apartamento-2-quartos-com-piscina-meier-zona-norte-rio-de-janeiro-rj-92m2-id-2619168800/
2 QUARTOS COM 1 VAGA ESCRITURADA EM COPACABANA,1375000,1189,2,2,100,1,"Rua Barão de Ipanema, Copacabana",/imovel/venda-apartamento-2-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-100m2-id-2641192447/
Escritório para aluguel com 26 metros quadrados em Jacarepaguá - Rio de Janeiro - RJ,214890,1240,0,1,32,1,"Avenida Ator José Wilker, Barra da Tijuca",/imovel/venda-conjunto-comercial-sala-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-32m2-id-2575709511/
"excelente galpão, no coração da estrada do galeão",4300000,0,0,0,760,0,"Estrada do Galeão, Cacuia",/imovel/venda-terreno-lote-condominio-cacuia-ilha-do-governador-rio-de-janeiro-rj-760m2-id-2626120376/
"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Copacabana - RIO DE JANEIRO/RJ",1300000,937,3,2,120,1,"Rua Raimundo Correia, Copacabana",/imovel/venda-apartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-rj-120m2-id-2639414877/
Casa de condomínio em Rua Oswaldo Lussac - Taquara - Rio de Janeiro/RJ,379220,986,4,3,113,2,"Rua Oswaldo Lussac, Taquara",/imovel/venda-casa-de-condominio-4-quartos-com-piscina-taquara-zona-oeste-rio-de-janeiro-rj-113m2-id-2617860203/
"Apartamento à venda Gavea com 180 m² , 4 quartos 1 vaga.",2500000,1840,4,4,180,1,"Rua Marquês de São Vicente, Gávea",/imovel/venda-apartamento-4-quartos-com-churrasqueira-gavea-zona-sul-rio-de-janeiro-rj-180m2-id-2596454391/
Casa em Rua Araújo Lima - Vila Isabel - Rio de Janeiro/RJ,1169270,1,10,4,180,2,"Rua Araújo Lima, Vila Isabel",/imovel/venda-casa-10-quartos-vila-isabel-zona-norte-rio-de-janeiro-rj-180m2-id-2641136664/
RIO DE JANEIRO - Apartamento Padrão - Barra da Tijuca,2990000,2600,5,5,318,3,"Rua Carlos Oswald, Barra da Tijuca",/imovel/venda-cobertura-5-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-318m2-id-2566518760/
Rio de Janeiro - Prédio Inteiro - Ipanema,9000000,,0,0,400,0,Ipanema,/imovel/venda-predio-ipanema-zona-sul-rio-de-janeiro-rj-400m2-id-2577661641/
"Loja para Venda, Brás de Pina, 1 banheiro",298000,,0,1,65,0,"Rua Guaporé, Brás de Pina",/imovel/venda-loja-salao-bras-de-pina-zona-norte-rio-de-janeiro-rj-65m2-id-2603519609/
Apartamento em Rua Homem de Melo - Tijuca - Rio de Janeiro/RJ,944640,800,3,2,90,1,"Rua Homem de Melo, Tijuca",/imovel/venda-apartamento-3-quartos-com-churrasqueira-tijuca-zona-norte-rio-de-janeiro-rj-90m2-id-2629074261/
Apartamento-À VENDA-Copacabana-Rio de Janeiro-RJ,820000,1017,2,2,70,0,"Rua Xavier da Silveira, Copacabana",/imovel/venda-apartamento-2-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-70m2-id-2623602176/
Apartamento em Avenida Di Cavalcanti - Barra da Tijuca - Rio de Janeiro/RJ,772870,900,2,2,68,1,"Avenida Di Cavalcanti, Barra da Tijuca",/imovel/venda-apartamento-2-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-68m2-id-2628469899/
"Apartamento à venda, 55 m² por R$ 215.000,00 - Pechincha - Rio de Janeiro/RJ",215000,440,2,2,55,0,"Rua Professor Henrique Costa, Pechincha",/imovel/venda-apartamento-2-quartos-com-piscina-pechincha-zona-oeste-rio-de-janeiro-rj-55m2-id-2640415302/
"Apartamento com 4 dormitórios à venda, 322 m² por R$ 3.250.000 - Jardim Oceânico - Barra da Tijuca",3250000,3500,4,4,322,6,"Avenida Gilberto Amado, Jardim Oceanico",/imovel/venda-apartamento-4-quartos-com-piscina-jardim-oceanico-zona-sul-rio-de-janeiro-rj-322m2-id-2623377365/
Sala comercial em Estrada do Itanhangá - Itanhangá - Rio de Janeiro/RJ,199710,503,0,0,25,1,"Estrada do Itanhangá, Itanhangá",/imovel/venda-conjunto-comercial-sala-com-academia-itanhanga-zona-oeste-rio-de-janeiro-rj-25m2-id-2625670576/
Apartamento-À VENDA-Botafogo-Rio de Janeiro-RJ,420000,340,1,1,51,0,"Rua Pinheiro Guimarães, Botafogo",/imovel/venda-apartamento-1-quarto-com-cozinha-botafogo-zona-sul-rio-de-janeiro-rj-51m2-id-2600636123/
"APARTAMENTO CENTRO DE VISTA ALEGRE COM VARANDÃO, VAGA E DOIS QUARTOS.",320000,500,2,1,80,1,"Estrada da Água Grande, Irajá",/imovel/venda-apartamento-2-quartos-com-churrasqueira-iraja-zona-norte-rio-de-janeiro-rj-80m2-id-2569378126/
Rua Real Grandeza - 75m2 - 02qts - 01 vaga de garagem - Botafogo,850000,800,2,3,76,1,"Rua Real Grandeza, Botafogo",/imovel/venda-apartamento-2-quartos-com-piscina-botafogo-zona-sul-rio-de-janeiro-rj-76m2-id-2603936808/
Casa para venda tem 250 metros quadrados com 4 quartos em Taquara - Rio de Janeiro - RJ,1190000,1,4,4,250,2,"Estrada do Rio Grande, Taquara",/imovel/venda-casa-4-quartos-mobiliado-taquara-zona-oeste-rio-de-janeiro-rj-250m2-id-2634891789/
"Apartamento à Venda - Santa Teresa, 1 Quarto, 30 m2",280000,322,1,1,30,0,"Rua do Oriente, Santa Teresa",/imovel/venda-studio-1-quarto-santa-teresa-zona-central-rio-de-janeiro-rj-30m2-id-2545362431/
Apartamento para venda com 57m² com 2 quartos sendo 1 suíte,350000,677,2,2,57,1,"Rua Francisca Sales, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-57m2-id-2583894569/
Oportunidade - Apto de 2 quartos com dependência - Copacabana - Posto 5,900000,1000,2,3,76,2,"Rua Miguel Lemos, Copacabana",/imovel/venda-apartamento-2-quartos-com-churrasqueira-copacabana-zona-sul-rio-de-janeiro-rj-76m2-id-2615993293/
EXCELENTE APARTAMENTO 3 QUARTOS - 55M² - TAQUARA - JACAREPAAGUÁ - RJ,350000,341,3,1,55,1,"Estrada dos Teixeiras, Jacarepaguá",/imovel/venda-apartamento-3-quartos-com-churrasqueira-jacarepagua-zona-oeste-rio-de-janeiro-rj-55m2-id-2549682061/
BONSUCESSO - VENDO GALPÃO 665 m2,850000,,0,0,665,0,"Rua João Torquato, Bonsucesso",/imovel/venda-galpao-deposito-armazem-bonsucesso-zona-norte-rio-de-janeiro-rj-665m2-id-2633210765/
Casa em Rua Ivo Borges - Recreio dos Bandeirantes - Rio de Janeiro/RJ,1589040,1,3,2,630,3,"Rua Ivo Borges, Recreio Dos Bandeirantes",/imovel/venda-casa-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-630m2-id-2631771474/
SALA COMERCIAL COM 85M² - LEAD AMERICAS OFFICES - BARRA DA TIJUCA - RJ,776000,1,0,1,85,0,"Avenida das Américas, Barra da Tijuca",/imovel/venda-loja-salao-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-85m2-id-2520774907/
Excelente apartamento na Fonte da Saudade!!!,1850000,450,3,2,117,1,"Rua Fonte da Saudade, Lagoa",/imovel/venda-apartamento-3-quartos-com-interfone-lagoa-zona-sul-rio-de-janeiro-rj-117m2-id-2561438645/
Apartamento em Rua Retiro dos Artistas - Pechincha - Rio de Janeiro/RJ,494380,900,3,2,80,2,"Rua Retiro dos Artistas, Pechincha",/imovel/venda-apartamento-3-quartos-com-piscina-pechincha-zona-oeste-rio-de-janeiro-rj-80m2-id-2628938941/
"Apartamento à Venda - Engenho de Dentro, 2 Quartos, 65 m2",260000,615,2,1,65,0,"Rua E, Engenho De Dentro",/imovel/venda-apartamento-2-quartos-com-piscina-engenho-de-dentro-zona-norte-rio-de-janeiro-rj-65m2-id-2587907974/
"Apartamento à Venda - Humaitá, 2 Quartos, 76 m2",850000,1508,2,1,76,1,"Rua do Humaitá, Humaitá",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-humaita-zona-sul-rio-de-janeiro-rj-76m2-id-2583601013/
Dois quartos + suites,450000,800,2,2,53,1,"Estrada de Camorim, Camorim",/imovel/venda-apartamento-2-quartos-com-piscina-camorim-zona-oeste-rio-de-janeiro-rj-53m2-id-2624630192/
Apartamento a venda em Rio de Janeiro,189000,345,2,1,48,1,"Rua Edgard Werneck, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-playground-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-48m2-id-2634452470/
VALEU A PENA ESPERAR!,1600000,3300,4,5,235,1,"Rua Bulhões de Carvalho, Copacabana",/imovel/venda-apartamento-4-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-235m2-id-2620889627/
Sala Comercial Com 32 m² ao Lado do Norte Shopping,185000,850,0,1,32,1,"Avenida Dom Hélder Câmara, Cachambi",/imovel/venda-conjunto-comercial-sala-cachambi-zona-norte-rio-de-janeiro-rj-32m2-id-2524984913/
Credibilidade é a nossa Marca venha!!! Dez Bonsucesso.,233500,280,2,1,42,0,"Avenida Itaóca, Inhaúma",/imovel/venda-apartamento-2-quartos-com-churrasqueira-inhauma-zona-norte-rio-de-janeiro-rj-42m2-id-2558724683/
Casa em Campo Grande / Bairro Amanda,539000,,3,1,123,3,"Rua Wilmar Jorge, Campo Grande",/imovel/venda-casa-3-quartos-campo-grande-zona-oeste-rio-de-janeiro-rj-123m2-id-2569376644/
Apartamento em Avenida Guilherme de Almeida - Recreio dos Bandeirantes - Rio de Janeiro/RJ,1199120,1200,3,4,174,2,"Avenida Guilherme de Almeida, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-174m2-id-2626556004/
"Apartamento à Venda - Cachambi, 2 Quartos, 61 m2",190000,0,2,1,61,0,"Rua A, Cachambi",/imovel/venda-apartamento-2-quartos-com-espaco-gourmet-cachambi-zona-norte-rio-de-janeiro-rj-61m2-id-2570389044/
Rio de Janeiro - Apartamento Padrão - Barra da Tijuca,4750000,4432,4,5,346,6,"Avenida Lúcio Costa, Barra da Tijuca",/imovel/venda-cobertura-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-346m2-id-2542244177/
APARTAMENTO DE 1QT NA R. DO COUTO - PENHHA,185000,400,1,1,48,1,"Rua do Couto, Penha",/imovel/venda-apartamento-1-quarto-com-elevador-penha-zona-norte-rio-de-janeiro-rj-48m2-id-2622665423/
"Vila Isabel- Rua Teodoro da Silva- Amplo apartamento, 2 quartos, suíte, dependência completa. 1 vaga",367000,710,2,3,85,1,"Rua Teodoro da Silva, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-cozinha-vila-isabel-zona-norte-rio-de-janeiro-rj-85m2-id-2528814826/
Apartamento-À VENDA-Piedade-Rio de Janeiro-RJ,200000,150,2,1,100,0,"Rua Silvana, Piedade",/imovel/venda-apartamento-2-quartos-com-cozinha-piedade-zona-norte-rio-de-janeiro-rj-100m2-id-2529711022/
Apartamento em Rua Vicente Leporace - Recreio dos Bandeirantes - Rio de Janeiro/RJ,649660,650,3,3,92,2,"Rua Vicente Leporace, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-92m2-id-2618586613/
"Apartamento à Venda - Engenho de Dentro, 3 Quartos, 126 m2",605000,500,3,2,126,1,"Rua Pernambuco, Engenho De Dentro",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-engenho-de-dentro-zona-norte-rio-de-janeiro-rj-126m2-id-2640724955/
Apartamento 02 quartos em Tomas Coelho com infra estrutura vazio reformado ac financiamento,115000,345,2,1,52,1,"Rua Moacir de Almeida, Tomás Coelho",/imovel/venda-apartamento-2-quartos-com-piscina-tomas-coelho-zona-norte-rio-de-janeiro-rj-52m2-id-2625978572/
Cachambi | Lindo 2 Quartos C/ Suíte - Porcelanato,419000,10,2,2,57,1,"Rua Piauí, Todos os Santos",/imovel/venda-apartamento-2-quartos-com-piscina-todos-os-santos-zona-norte-rio-de-janeiro-rj-57m2-id-1040498050/
Apartamento em Rua Josué de Barros - Campo Grande - Rio de Janeiro/RJ,194820,360,2,1,44,0,"Rua Josué de Barros, Campo Grande",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-campo-grande-zona-oeste-rio-de-janeiro-rj-44m2-id-2632085176/
Lazuli,,0,3,3,85,1,"Rua Antônio Parreiras, Boa Viagem",/lancamento/venda-apartamento-4-quartos-boa-viagem-niteroi-rj-394m2-id-2618359498/
Blanc,2193500,0,3,3,139,2,"Rua Assunção, Botafogo",/lancamento/venda-apartamento-4-quartos-botafogo-zona-sul-rio-de-janeiro-rj-139m2-id-2622788223/
Blanc 260,,0,4,3,139,2,"Rua Assunção, Botafogo",/lancamento/venda-apartamento-4-quartos-botafogo-zona-sul-rio-de-janeiro-rj-283m2-id-2504895151/
Apartamento-À VENDA-Botafogo-Rio de Janeiro-RJ,790000,1000,2,2,91,0,"Rua Voluntários da Pátria, Botafogo",/imovel/venda-apartamento-2-quartos-mobiliado-botafogo-zona-sul-rio-de-janeiro-rj-91m2-id-2600631037/
"EXCELENTE APARTAMENTO 3 QUARTOS, 88 M2",790000,1742,3,2,88,1,"Rua José Américo de Almeida, Barra da Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-88m2-id-2641209023/
Apartamento-À VENDA-Ipanema-Rio de Janeiro-RJ,2800000,3000,3,3,115,1,"Rua Prudente de Morais, Ipanema",/imovel/venda-apartamento-3-quartos-mobiliado-ipanema-zona-sul-rio-de-janeiro-rj-115m2-id-2600741865/
"Sala à venda, BARRA DA TIJUCA - RIO DE JANEIRO/RJ",280000,0,0,0,23,0,"Avenida Embaixador Abelardo Bueno, Barra da Tijuca",/imovel/venda-conjunto-comercial-sala-com-ar-condicionado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-23m2-id-2542790582/
Casa em Campo Grande / Bairro Amanda,539000,,3,1,123,3,"Rua Wilmar Jorge, Campo Grande",/imovel/venda-casa-3-quartos-campo-grande-zona-oeste-rio-de-janeiro-rj-123m2-id-2569376644/
"Apartamento à Venda - Cachambi, 2 Quartos, 61 m2",190000,0,2,1,61,0,"Rua A, Cachambi",/imovel/venda-apartamento-2-quartos-com-espaco-gourmet-cachambi-zona-norte-rio-de-janeiro-rj-61m2-id-2570389044/
APARTAMENTO DE 1QT NA R. DO COUTO - PENHHA,185000,400,1,1,48,1,"Rua do Couto, Penha",/imovel/venda-apartamento-1-quarto-com-elevador-penha-zona-norte-rio-de-janeiro-rj-48m2-id-2622665423/
Apartamento-À VENDA-Piedade-Rio de Janeiro-RJ,200000,150,2,1,100,0,"Rua Silvana, Piedade",/imovel/venda-apartamento-2-quartos-com-cozinha-piedade-zona-norte-rio-de-janeiro-rj-100m2-id-2529711022/
Apartamento de 2 quartos em Jacarepaguá,650000,1200,2,2,66,1,"Avenida Ator José Wilker, Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-66m2-id-2619770424/
"Apartamento à Venda - Engenho de Dentro, 3 Quartos, 126 m2",605000,500,3,2,126,1,"Rua Pernambuco, Engenho De Dentro",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-engenho-de-dentro-zona-norte-rio-de-janeiro-rj-126m2-id-2640724955/
Casa de condomínio para venda com 2 suites no Pechincha,320000,600,2,3,80,1,"Estrada Pau-ferro, Pechincha",/imovel/venda-casa-de-condominio-2-quartos-com-piscina-pechincha-zona-oeste-rio-de-janeiro-rj-80m2-id-2616300329/
"Apartamento 03 quartos (uma suíte), próximo ao Parque do Flamengo, 01 vaga de garagem",1490000,1800,3,3,156,1,"Rua Princesa Januaria, Flamengo",/imovel/venda-apartamento-3-quartos-com-cozinha-flamengo-zona-sul-rio-de-janeiro-rj-156m2-id-2578310521/
TERRENO AMPLO - GUARATIBA(5 MARIAS),110000,0,0,0,330,5,"Rua Cybele Sá Leite,  Pedra de Guaratiba",/imovel/venda-terreno-lote-condominio-pedra-de-guaratiba-zona-oeste-rio-de-janeiro-rj-330m2-id-2589133980/
Méier - Rua Pedro de Carvalho - Confortável Apartamento - Sala - 2 Quartos - 1 Vaga - JBM214652,415000,780,2,2,66,1,"Rua Pedro de Carvalho, Méier",/imovel/venda-apartamento-2-quartos-com-piscina-meier-zona-norte-rio-de-janeiro-rj-66m2-id-2560135140/
Ótimo apartamento Campo Grande prox ao west shopping,200000,350,2,1,50,1,"Rua Josué de Barros, Campo Grande",/imovel/venda-apartamento-2-quartos-com-piscina-campo-grande-zona-oeste-rio-de-janeiro-rj-50m2-id-2558214613/
Apartamento 02 quartos em Tomas Coelho com infra estrutura vazio reformado ac financiamento,115000,345,2,1,52,1,"Rua Moacir de Almeida, Tomás Coelho",/imovel/venda-apartamento-2-quartos-com-piscina-tomas-coelho-zona-norte-rio-de-janeiro-rj-52m2-id-2625978572/
