neighborhood,city,description,price,condominio,iptu,area,bedrooms,suite,bathrooms,garage,link
Recreio dos Bandeirantes, Rio de Janeiro,"Cobertura à venda no Recreio dos Bandeirantes. Impecável. Reformada. Duplex. Primeiro pavimento: Salão multiambiente. Varanda. Lavabo. 03 suítes (duas com closet). Copa, cozinha, despensa área de serviços/lavanderia e banheiro de funcionários. Segundo pavimento: Área gourmet com bancada, churrasqueira e demais complementos. Terraço com deck e piscina com cascata. Banheiro social de apoio. Ar split nos ambientes. Reforma planejada e executada para conforto e praticidade dos ocupantes. Armários, revestimentos, iluminação, refrigeração, rebaixos, louças, metais e acabamentos de qualidade superior. 02 vagas de garagem.", 1650000,1846,5773,247,3,1,6,2,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-247m2-id-2574467991/
Flamengo, Rio de Janeiro,"FLAMENGO   Rua Senador VergueiroPronto para morar, reforma completa em 2013. Arejado, Silencioso (fundos para o antigo Colégio Bennett). 3º Andar. 4 aptos por andar, 10 andares e duas lojas comerciais no térreo. Documentação perfeita. Split em todos os quartos/sala. 3 quartos sendo 1 suíte com banheira de hidromassagem. Armários embutidos nos quartos. Ampla sala em 3 ambientes (jantar, estar jardim de inverno). Dependência de empregada. 3 Banheiros (suíte, social e empregada). Vaga na escritura não marcada. O prédio tem serviço de manobrista, pois algumas vagas são presas. Sol da tarde com a proteção de uma grande árvore.Ficam no apto 5 aparelhos de ar condicionado split inverter, armários embutidos nos 3 quartos, 5 caixas de som embutidas no teto da sala, fogão e coifa na cozinha.Farta opção de serviços há menos de 100mts (mercado, butique de frutas, padaria, academia, etc). 5 mim do metrô e do Aterro do Flamengo. Portaria 24hs. Ligue já ! Tel: // WhatsappObs: O imóvel aqui anunciado poderá sofrer alterações no preço, valor do condomínio e taxas sem prévio aviso.", 1450000,1600,333,134,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-flamengo-zona-sul-rio-de-janeiro-rj-134m2-id-2583959111/
Copacabana, Rio de Janeiro,"Posto 6, amplo sala quarto com varanda interna Salão em 2 ambientes, cozinha ampl, podendo abrir e fazer americana, pequena área de serviço, varanda interena,com comunicação para o quarto; banheiro social grande, quarto bem amplo com possibilidde de transformar em 2; prédio bucólico com elevador, entrada por uma vila cok portaria 24hs, próximo ao metrô Cod:NIAP10822  Rev.03Jul", 550000,850,86,56,1,0,1,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-56m2-id-2600742354/
Barra da Tijuca, Rio de Janeiro,"CASA TRIPLEX, POSTO 6, CONDOMÍNIO FECHADO, SEGURANÇA 24 HORAS, 100 METROS DA PRAIA. DUAS SALAS, LAVABO, COPA COZINHA PLANEJADA, 4 QUARTOS, CLOSET, ARMÁRIOS EMBUTIDOS, SUÍTE, DEPENDÊNCIA COMPLETA, LAVANDERIA, 2 VAGAS GARAGEM.CONDOMÍNIIO COM SALÃO DE FESTAS REFRIGERADO COM ENTRADA IDEPENDENTE, SAUNA, CHURRASQUEIRA, PARQUINHO INFANTIL, QUADRA POLIESPORTIVA, CONDOMÍNIO FICA A 100 METROS PRAIA, COM BALSA PARA AVENIDA DAS AMÉRICAS, PROXIMIDADES COMÉRCIO, CONDUÇÃO.  BniRJ", 1590000,700,426,170,4,1,1,2,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-churrasqueira-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-170m2-id-2579739870/
Tijuca, Rio de Janeiro,"Miguez Imobiliária vende: MZ17382   Rua Uruguai ( Tijuca ). Localização excelente, melhor trecho da rua, próximo a todo comércio, aproximadamente 100 metros do metrô Uruguai, fácil mobilidade urbana para toda cidade. Farto comercio da região: bancos, supermercados, restaurantes, escolas, hortifrútis e academias. Excelente apartamento entrar e morar!! Imóvel composto por sala em 2 ambientes com vista panorâmica para o verde do Sumaré, 2 quartos amplos, cozinha com armários, dependências completa com área de serviço, uma vaga de garagem na escritura. Condomínio muito bem administrado, circuito interno de câmeras. Agende a sua visita. zap 37512", 450000,700,950,62,2,0,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-tijuca-zona-norte-rio-de-janeiro-rj-62m2-id-2628564390/
Engenho Novo, Rio de Janeiro,"Prédio com boa apresentação, recuado, gradeado, ajardinado e porteiro 24h. Apartamento em excelente estado de conservação, vista livre todo em piso frio. Composto de sala 2 ambientes, 3 quartos (armários soltos), banheiro social, cozinha com armários, área de serviço e banheiro de empregada. Entrar e morar. Vaga escriturada. Cod:JBM303628  Rev.03Jul", 310000,600,126,77,3,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-engenho-novo-zona-norte-rio-de-janeiro-rj-77m2-id-2584367741/
Barra da Tijuca, Rio de Janeiro,"CONDOMÍNIO SANTA MÔNICA JARDINS   BARRA DA TIJUCA   Excelente casa triplex com 612 m² de área construída, casa estilo Brezinski, porteira fechada. 1 º piso: Hall de entrada, sala em 3 ambientes com pé direito duplo, 2 suítes sendo 1 com entrada pelo hall, totalmente privativa e usada com escritório. Sala de cinema, lavabo, copa cozinha, despensa e lavanderia. 2º piso: 3 suítes, sendo a master com 2 closets, varanda, banheiro com pia e sanitário duplos e jacuzzi. 3º piso: sótão, podendo ser transformado em mais uma sala, quarto ou academia. Área externa com piscina com cascata, sauna, banheiro, área gourmet com churrasqueira, bancada com pia de apoio e ilha em granito. Paisagismo no jardim frontal. Entrada de serviço independente com acesso a duas dependências e 1 banheiro. Garagem coberta para 4 carros. Condomínio alto padrão com 2 quadras de tênis, quadra poliesportiva, parquinho para crianças. Segurança 24 horas. 7a5ce", 8649998,2750,16000,612,5,1,10,4,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-mobiliado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-612m2-id-2621677746/
Botafogo, Rio de Janeiro,"O apartamento no bairro Botafogo com 100 metros quadrados com 2 quartos sendo 1 suite e 3 banheirosEstá em um condomínio protegido por grades.Todas as unidades frontais.Varandas com iluminação em perfil de LED.Varandas com previsão para Split.Salas, quartos e cozinhas com porcelanato 90×90.Banheiros com bancada em quartzo.Cozinhas entregues com separação em granito.Bacias sanitárias com sistema Dual Flush.Fechadura eletrônica na porta de entrada.Tomadas USB.Patamar técnico para equipamentos de ar condicionado (condensadoras), liberando espaço nas varandas.Previsão para Wi Fi.Jéssica Noberto", 890000,1,1,100,2,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-botafogo-zona-sul-rio-de-janeiro-rj-100m2-id-2614063930/
Copacabana, Rio de Janeiro,"Privilégio imoveis vende: Excelente apartamento 4 quartos em Copacabana, 3 suites, um banheiro privado com jacuzzi, ampla sala de visita, sala de jantar, todo mobiliado, perto do metrô, bares e restaurantes. O apartamento esta muito bem equipado. Ótima oportunidade, entrar e morar. Os valores poderão sofrer alteração sem aviso prévio. Fale conosco também no WhatsApp: .", 1600000,0,5700,153,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-153m2-id-2637857394/
Laranjeiras, Rio de Janeiro,"Maravilhoso apartamento em rua nobre e tranquila e arborizada no bairro das Laranjeiras. Totalmente reformado, estruturalmente o imóvel está impecável, Hidráulica e elétrica perfeitas, Projeto de iluminação direta e indireta , acabamentos novos e de excelente qualidade, cozinha em conceito aberto com bancada e área molhada em granito preto, área de serviço com espaço para máquina de lavar com janela proporcionando muita ventilação e luz. 1Suíte, 1 Lavabo e um excelente banheiro social, além do banheiro de serviço, totalizando 4 banheiros. Quartos frontais com vista livre para verde, vaga na escritura e portaria 24 horas, imóvel perfeito!! EXCLUSIVIDADE MAIS VELOZ.", 1150000,1200,256,100,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-laranjeiras-zona-sul-rio-de-janeiro-rj-100m2-id-2624928019/
Catete, Rio de Janeiro,"Apartamento no Catete, excelente ponto comercial, ao lado do metrô Largo do Machado, disponível para venda na Privilégio Imóveis. Excelente apartamento com 404 m², funcionava tradicional restaurante japonês. Isento de condomínio. 1º piso: salão, recepção, cozinha americana com buffet, cozinha industrial, 2 banheiros para clientes, 1 banheiro para funcionários, dispensa e depósito. 2º piso: terraço com 200 m², com parte coberta, 3 banheiros, 2 escritórios, cozinha para funcionários, câmera frigorífica, sem condomínio, ótima localização, mobilidade urbana. Os valores poderão sofrer alteração sem aviso prévio. Fale conosco no WhatsApp: .", 1000000,0,19000,404,0,0,0,0,https://www.zapimoveis.com.br/imovel/venda-loja-salao-com-cozinha-catete-zona-sul-rio-de-janeiro-rj-404m2-id-2637860123/
Freguesia (Jacarepaguá), Rio de Janeiro,"Freedom   Freguesia.Estrada do Guanumbi, 630Excelente Apartamento com 82m² de 3 quartos, sendo 1 suíte, Ampla Sala em 2 ambientes, Cozinha Americana, Banheiro social, Ampla Varanda com cortina de vidro.1 Vaga de Garagem,Andar alto,Móveis planejados em todos os ambientes.Rebaixamento com iluminação em Led,Piso porcelanato,Diversos revestimentos,Blindex e espelhos instalados.Ligue e agende sua visita:Leonardo PacaTel.: – WhatsappCreci: 46.125Assessoria até o registro! Suporte do início ao fim!****Realizamos aprovação de crédito******Fazemos toda parte de documentação e registro do imóvel**** * Disponibilidade e valores sujeitos a alteração sem aviso prévio*** **Visite Nosso site veja mais oportunidades**", 480000,830,1390,82,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-82m2-id-2604178479/
Ipanema, Rio de Janeiro,"O Ipa Studios Design é um condomínio em Ipanema projetado pela construtora Sig, situado em uma das regiões mais cobiçadas para moradia na Zona Sul do Rio de Janeiro. O seu projeto consiste em um retrofit que ocupará o local do antigo Hotel Everest, uma construção que fez parte da incrível paisagem urbana do bairro por muitos anos. Este novo residencial surge no mercado imobiliário tanto para atender a demanda de pessoas que pretendem morar sozinhas em uma região central quanto para contribuir com a necessidade daqueles que buscam imóveis como um investimento. A área onde o residencial está inserido é nobre, pois está próxima da praia e dos principais comércios e serviços do bairro, o que faz com que o investimento em um dos imóveis do Ipa Studios Design seja a escolha ideal para este ano. O empreendimento é composto por 190 apartamentos cujas metragens variam de 39 m² a 111 m². Do total de imóveis disponíveis no empreendimento, 10 são lindas unidades garden com 49 m² até 111 m² e as 180 unidades restantes apresentam área total interna que vai de 39 m² a 86 m². A construtora oferecerá, possivelmente, as possibilidades de junção de unidades, resultando em imóveis com sala e suíte, ou com sala e 2 suítes, e opção de personalização das plantas, para que os proprietários possam obter um layout diferenciado e de acordo com seu gosto particular, bem como um imóvel maior a partir da união de duas ou três unidades. O condomínio oferece sistema de segurança, lazer completo e inúmeras opções de serviços, tanto básicos quanto pay per use, valorizando ainda mais o projeto a partir desta infraestrutura de grande qualidade.", 3763696,1400,0,104,1,1,1,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-ipanema-zona-sul-rio-de-janeiro-rj-104m2-id-2637858402/
Tijuca, Rio de Janeiro,"Colado Colégio Militar, proximidades metrô, prédio imponente, portaria 24 horas, sistema de segurança por monitoramento de tv. Apartamento claro e arejado, sol da manhã, composto de amplo varandão, salão em dois ambientes, com ar split, lavabo, banheiro social, 3 quartos com armários embutidos, sendo 1 suite, ampla copa cozinha planejada repleta de armários, dependência de empregada com armário embutido, 1 vaga de garagem.AGENDE HOJE VISITA ! AVALIAMOS SEU IMÓVEL !as informações estão sujeitas a alterações sem aviso prévio.",0,2090,2665,112,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-112m2-id-2607822015/
Botafogo, Rio de Janeiro,"Real Up Vende: Prédio comercial em Botafogo, Localizado onde funcionou durante décadas o Colégio Sá Pereira, Rua Conde de Irajá, 224. Próxima ao farto comércio, entre Botafogo e Humaitá, coladinho à Cobal. Constituído de 4 andares, composto de 7 amplas salas/ 6 banheiros, com ventilação e muita claridade, com sua totalidade de 490 m², sendo o térreo aberto, com possibilidade de estacionar até 4 carros, com pé direito alto. Escadas de fácil acesso e possibilidade de instalação de elevadores, com espaço já preparado. Instalação de alarmes e segredos. Totalmente seguro. Excelente para colégios, academias, empresas de engenharia , eventos e outros fins. Mais sobre Botafogo   Tem como ponto principal a baía em forma de meia lua e a praia, ambas com o mesmo nome do bairro e vista para o Pão de Açúcar. Fora da orla, os arranha céus cedem espaço para ruas arborizadas com cinemas, bistrôs inovadores e shopping centers, além de refúgios modernos com bares descolados e casas noturnas alternativas. O Museu do Índio, situado em uma casa do século 19 com jardins, exibe artefatos indígenas. Nas proximidades, é possível ter uma vista panorâmica da cidade no alto do Morro Dona Marta.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.", 2900000,0,21433,490,1,0,6,4,https://www.zapimoveis.com.br/imovel/venda-predio-botafogo-zona-sul-rio-de-janeiro-rj-490m2-id-2610739575/
Copacabana, Rio de Janeiro,"Privilégio Imóveis vende: Prédio totalmente reformado com 7 andares, localizado ao lado do metrô composto de 3 andares de subsolo sendo o último subsolo um depósito, o 2 subsolo possui 1 sala espaçosa com banheiro completo o 3 subsolo possui 1 salão com 2 banheiros e cozinha, térreo com elevador novo recepção, 1 vaga de garagem, 2 salinhas e 1 lavabo, 1 andar salão com copa e 2 lavabos, 2 andar salão dividido em 2 salas e sala de reunião e 2 lavabos, 3 andar salão mais sala com banheiro completo e terraço aberto com churrasqueira e cozinha de apoio. Os valores poderão sofrer alteração sem aviso prévio. Fale conosco no WhatsApp: .", 2800000,0,8000,570,0,0,0,1,https://www.zapimoveis.com.br/imovel/venda-casa-com-churrasqueira-copacabana-zona-sul-rio-de-janeiro-rj-570m2-id-2637856940/
Copacabana, Rio de Janeiro,"Privilegio Imóveis vende : Maravilhosa sala comercial no coração de Copacabana. São 35m² de fundos, vista livre, vista montanha, muito claro e arejado, banheiro amplo. Já está pronto para entrar e começar os serviços.", 250000,676,0,35,0,0,0,0,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-35m2-id-2637860797/
Copacabana, Rio de Janeiro,"Real UP Vende: Apartamento localizado na Santa Clara, frente, hall privativo, sala ampla, 3 quartos sendo 1 suíte, lavabo, banheiro social, cozinha espaçosa com área de serviço, dependência de empregada. Vaga de garagem, portaria 24h, condomínio bem administrado.Mais sobre Copacabana   Famosa pela praia em forma de meia lua, Copacabana é um dos bairros mais animados do Rio. Ela atrai moradores e turistas para atividades ininterruptas nas suas areias e no calçadão desenhado. Entre os arranha céus com vista para a praia, estão o hotel Copacabana Palace em estilo art déco e o exuberante Forte de Copacabana, que abriga um museu militar. Mais para dentro do bairro, cafés descontraídos e bares casuais enchem as ruas sossegadas.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.",0,2100,4697,146,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-copacabana-zona-sul-rio-de-janeiro-rj-146m2-id-2599458438/
